id,name,flavors,race,positive_effects,negative_effects,medical_uses,Rating,Description
296,Blackberry Lime Haze,"['Berry', 'Lime', 'Sweet']",sativa,"['Relaxed', 'Euphoric', 'Happy', 'Talkative', 'Uplifted', 'Focused']",[],"['Depression', 'Pain', 'Stress', 'Lack of Appetite', 'Fatigue']",4.7,"Blackberry Lime Haze is a 90% sativa cross between Blackberry and Lime Haze that induces high-energy, clear-headed effects. Sweet lime and peppery spice overlay a subtle mix of honey, berry, and floral notes in a show of Blackberry Lime Haze’s rich terpene profile. Functional creativity coupled with a happy mood make this strain conducive to productive afternoons or an active weekend with friends. Blackberry Lime Haze is a potent medicine for a variety of ailments, some of which include depression, headaches, fibromyalgia, spinal cord injury, multiple sclerosis, fatigue, pain, and spasms. Despite its sativa-leaning genetics, Blackberry Lime Haze grows into dense, chunky buds with a heavy coat of crystal trichomes. Though similar to Blackberry Haze, this phenotype leans more toward its Lime Haze parent in appearance and aroma."
297,Blackberry Pie,"['Sweet', 'Blueberry', 'Berry']",hybrid,"['Relaxed', 'Hungry', 'Euphoric', 'Happy', 'Creative']",[],"['Pain', 'Cramps', 'Nausea', 'Inflammation']",4.7,"Blackberry Pie is a hybrid cross of Jojorizo’s Blackberry Widow and a Crystal Locomotive created by Gage Green Genetics. This hybrid is easy to grow and all phenotypes present the potency and high resin content you would expect given its White Widow and Trainwreck heritage. A beautiful and aromatic plant featuring flowers with deep purple hues and ample trichomes, Blackberry Pie offers a nice blend of heady euphoria with a medicinal body high."
298,Blackberry Rhino,"['Berry', 'Sweet', 'Spicy/Herbal']",indica,"['Relaxed', 'Hungry', 'Happy', 'Creative', 'Sleepy']","['Dry Mouth', 'Dry Eyes']","['Depression', 'Insomnia', 'Pain', 'Stress', 'Muscle Spasms']",4.3,"Blackberry Rhino, also called Blackberry White, is a berry-flavored indica strain that combines Blackberry and White Rhino. Sometimes our indicas surprise us with uplifting, clear-headed effects, and you can count Blackberry Rhino among those subtly invigorating strains. Head-to-toe relaxation pours in over time, bringing relief to patients with pain, insomnia, appetite loss, and nausea."
299,Blackberry Trainwreck,"['Berry', 'Sweet', 'Pungent']",hybrid,"['Relaxed', 'Euphoric', 'Happy', 'Energetic', 'Uplifted']","['Dizzy', 'Dry Mouth']","['Depression', 'Insomnia', 'Pain', 'Stress', 'Nausea']",4.3,"Blackberry Trainwreck, or Blackberry Wreck, is a hybrid strain parented by two notable varieties, Blackberry Kush and Trainwreck. Led by indica genetics, Blackberry Trainwreck typically grows into chunky, dense conic buds that offer a sweet and earthy mix of berry flavors. Tension and stress melt away from the body on the exhale while the mind elevates to lighthearted positivity."
301,Blackwater,"['Earthy', 'Grape', 'Sweet', 'Berry']",indica,"['Relaxed', 'Hungry', 'Euphoric', 'Happy', 'Sleepy']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes']","['Depression', 'Insomnia', 'Pain', 'Stress', 'Lack of Appetite', 'Headache']",4.6,"Blackwater is an indica strain typically bred from Mendo Purps and San Fernando Valley OG Kush. Its round, compact buds take on a deep purple color and a sweet grape aroma that blends with subtle undertones of lemon and pine. What begins as a mellow and euphoric cerebral experience melts down to the rest of the body in a head-to-toe euphoric calm that relieves stress and anxiety. Patients have also reported its success in treating pain, appetite loss, and multiple sclerosis. This strain is recommended for late-night consumption as it can cause mental cloudiness and detract from productivity. Blackwater has a flowering time of 8 to 10 weeks and produces moderate yields in indoor, outdoor, and greenhouse gardens. The 2014 Los Angeles Cannabis Cup awarded Blackwater 3rd place in the indica category."
302,Blaze,"['Blueberry', 'Berry', 'Sweet']",sativa,"['Euphoric', 'Creative', 'Energetic', 'Uplifted', 'Focused', 'Talkative', 'Aroused']",['Dry Mouth'],"['Depression', 'Pain', 'Stress', 'Nausea', 'Inflammation']",4.3,"British Columbia Seed Company crossed the indica Blueberry with Haze in order to tame this lanky, long-flowering Blaze. This large sativa-dominant plant combines the soaring cerebral high and sweet-spicy smell of Haze, while getting shorter flowering times and a distinct dried-grape aroma from Blueberry. Blaze is closely related to Blueberry Haze and Blue Dream."
303,Blissful Wizard,"['Sweet', 'Vanilla', 'Earthy', 'Pungent']",hybrid,"['Relaxed', 'Euphoric', 'Happy', 'Creative', 'Talkative', 'Uplifted']",[],"['Depression', 'Insomnia', 'Pain', 'Stress', 'Nausea']",4.8,"Blissful Wizard by The Captain’s Connection is a potent hybrid strain that crosses Captain's Cookies and Girl Scout Cookies in a decadent fusion of lemon, lime, and cream flavors. With a soaring THC content that won this strain 1st place in the 2015 SoCal Cannabis Cup as a non-solvent hash, Blissful Wizard is the only healing potion you’ll need to eliminate stubborn aches, pains, nausea, and appetite loss. This flavorful hybrid helps conjure a happy headspace in which life’s stressors are obliterated by a blast of otherworldly euphoria.  "
305,Blockhead,"['Lime', 'Earthy', 'Sweet', 'Pungent', 'Woody', 'Flowery']",hybrid,"['Relaxed', 'Hungry', 'Euphoric', 'Happy', 'Sleepy', 'Uplifted']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes']","['Insomnia', 'Pain', 'Stress', 'Lack of Appetite', 'Headache', 'Headaches']",4.2,"An indica-dominant hybrid, Blockhead is not for the inexperienced user. Powerful physical effects typical of indica strains are accompanied by intense psychoactive effects that deem this strain unfit for those who are looking for a lot of social activity. Alternatively, this brown earthy flower is optimal for pain relief and sedative relaxation. For the experienced connoisseur who appreciates and respects power, this robust strain could easily become a favorite."
307,Bloodhound,"['Earthy', 'Chestnut', 'Sage', 'Spicy/Herbal']",hybrid,"['Relaxed', 'Hungry', 'Happy', 'Talkative', 'Focused', 'Euphoric']",['Dry Eyes'],"['Depression', 'Stress', 'Lack of Appetite', 'Fatigue', 'Headaches']",4.2,"Bloodhound is the obscure cross of Huckleberry Hound and Guard Dawg (by RedEyed Genetics). This genetic coupling was motivated by the desire to preserve the beautiful foliage and tartness of Huckleberry Hound while co-opting Guard Dawg’s potency. With a decent yield and THC percentage upwards of 24%, this strain smells of tart fruit intermixed with an earthy chocolate fondue flavor."
308,Blowfish,"['Pine', 'Earthy', 'Sage', 'Spicy/Herbal', 'Pepper']",hybrid,"['Relaxed', 'Euphoric', 'Happy', 'Uplifted', 'Sleepy', 'Tingly']",['Dry Mouth'],"['Insomnia', 'Pain', 'Stress', 'Nausea', 'Headache', 'Muscle Spasms']",4.2,"Blowfish is an indica-dominant hybrid bred by Dutch Flowers, who crossed a G13 and Oregon Funk hybrid with a G13 and Blue Dot hybrid to create this cannabis strain."
309,Blucifer,"['Blueberry', 'Berry', 'Minty', 'Spicy/Herbal']",sativa,"['Relaxed', 'Happy', 'Creative', 'Uplifted', 'Focused', 'Talkative']",['Dry Eyes'],"['Depression', 'Pain', 'Lack of Appetite', 'Nausea', 'Headaches']",4.3,"Created in 2013 by Terraform Genetics who crossed Conspiracy Kush and Blue Dream, Blucifer is a blue-ish purple sativa strain that radiates with the smell of blueberries and cream with a spicy finish. These frosty buds are meant to leave you feeling productive and motivated, making it a perfect choice for inspiring that long-overdue nature walk. Blucifer works well in indoor gardens with minimal direct sunlight, and it should finish flowering in 55 to 60 days."
310,Blue Afghani,"['Blueberry', 'Woody', 'Pungent']",indica,"['Relaxed', 'Euphoric', 'Happy', 'Uplifted', 'Sleepy']","['Dry Mouth', 'Dry Eyes']","['Depression', 'Lack of Appetite', 'Nausea', 'Fatigue', 'Headaches']",4.4,"Bred by Jordan of the Islands in Canada, Blue Afghani is an indica-dominant strain that combines genetics from Blueberry and Afghani. Its stout plants produce dense, resinous buds that fill your nose with a sweet and spicy berry aroma. Next come the powerful full-body effects that keep you anchored in relaxation while pain, anxiety, and stress float away. "
311,Blue Alien,"['Blueberry', 'Earthy', 'Pine', 'Berry', 'Citrus']",indica,"['Relaxed', 'Hungry', 'Euphoric', 'Sleepy', 'Happy', 'Uplifted']","['Dry Mouth', 'Paranoid', 'Dry Eyes']","['Insomnia', 'Pain', 'Stress', 'Fatigue', 'Inflammation']",4.5,"Blue Alien is a powerful, sweet-smelling indica strain that combines genetics from Blueberry and Alien Kush. Like most Blueberry hybrids, Blue Alien takes on a sweet berry aroma that introduces its dreamy euphoria and full-body calm. Because its effects tend toward the sleepier side of the spectrum, most consumers prefer Blue Alien in the evening and when pursuing a good night’s sleep. "
312,Blue Bastard,"['Berry', 'Pine']",indica,"['Euphoric', 'Happy', 'Creative', 'Uplifted', 'Sleepy']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes']","['Depression', 'Insomnia', 'Pain', 'Stress', 'Headache', 'Muscle Spasms']",3.8,"The descendant of indicas DJ Short Blueberry and God Bud, in addition to White family lineage, this indica-dominant hybrid is best known for its pungent blueberry aroma. Thanks to its hybrid makeup, the indica physical effects are strong without inducing sedation, making this strain appropriate for day or nighttime use. Best described as relaxing, Blue Bastard may be just the bud to take the edge off."
313,Blue Bayou,['Sweet'],sativa,"['Hungry', 'Happy', 'Creative', 'Uplifted', 'Giggly', 'Sleepy']","['Dry Mouth', 'Paranoid', 'Dry Eyes']","['Depression', 'Stress', 'Nausea', 'Headache']",2.8,"Blue Bayou can only be described as a comprehensive psychoactive experience. A true sativa, this peppy flower is optimal for a variety of cerebral ailments; patients report mood elevation and increased focus in particular. This strain may be suitable for a variety of applications including creative pursuits, focused work, or introspective exploration."
314,Blue Blood,"['Blueberry', 'Earthy', 'Sweet']",indica,"['Relaxed', 'Euphoric', 'Happy', 'Creative', 'Sleepy', 'Hungry', 'Talkative', 'Focused']",[],"['Depression', 'Pain', 'Stress', 'Inflammation', 'Muscle Spasms']",4.2,Blue Blood from breeder Medicann is an indica-dominant cross of OG Kush and Blueberry. It carries on the potent legacy of OG Kush genetics and adds a sweet berry flavor to the pine and diesel undertones. Some Blue Blood phenotypes have proven to show a tendency towards higher CBD levels which adds to the already relaxing nature of this strain. 
315,Blue Boy,"['Earthy', 'Sweet', 'Pungent', 'Flowery']",hybrid,"['Happy', 'Creative', 'Talkative', 'Uplifted', 'Giggly', 'Relaxed', 'Euphoric', 'Aroused']","['Dry Mouth', 'Paranoid', 'Dry Eyes', 'Anxious']","['Depression', 'Pain', 'Stress', 'Headache', 'Fatigue', 'Muscle Spasms']",4.1,"Blue Boy is a cross of popular favorites Blue Dream and Northern Lights #5 that will give you anything but the blues. Originally from Washington state, this sativa-dominant hybrid provides focused, cerebral effects that make it a great choice for daytime use. Its plants are bushy and grow large, and the flowers tend to be large and on the looser, leafier side. Blue Boy is a potent strain with THC levels that often test over 20%."
316,Blue Buddha,"['Blueberry', 'Citrus', 'Pungent', 'Cheese']",indica,"['Relaxed', 'Happy', 'Creative', 'Euphoric', 'Sleepy', 'Uplifted']",['Dry Eyes'],"['Depression', 'Insomnia', 'Lack of Appetite', 'Headaches', 'Seizures']",4.9,"Blue Buddha is an indica-dominant strain with heavy body effects. Created by crossing Oregon Blueberry and Buddha’s Sister, this strain’s bouquet is thick with pepper and fruity terpenes. The flavor is delicate with notes of tea and sweet berries, leaving herbaceous sweetness on the palate. Blue Buddha’s effects are initially uplifting and cerebral, but quickly creep onto the body, weighing the consumer to the couch and stoning the mind. This strain caters to consumers seeking to curb ADD, ADHD, and chronic stress, allowing the consumer to forget their problems and mellow out.      "
318,Blue Cheese,"['Blue Cheese', 'Cheese', 'Blueberry', 'Blue']",indica,"['Relaxed', 'Euphoric', 'Happy', 'Uplifted', 'Sleepy', 'Hungry']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes']","['Depression', 'Insomnia', 'Pain', 'Stress', 'Lack of Appetite', 'Headache']",4.3,"Blue Cheese is an indica cross created by crossing a Blueberry male with an original U.K. Cheese (a Skunk #1 phenotype) female. The sweet and savory smells of berry and blue cheese combine to create a creamy, unique flavor reminiscent of the original Cheese. The heavy indica effects will help you feel relaxed at the end of the day and can provide relief for muscle spasms, pain, and stress."
319,Blue Cinex,"['Blueberry', 'Earthy']",hybrid,"['Happy', 'Creative', 'Energetic', 'Uplifted', 'Focused', 'Sleepy']",[],"['Depression', 'Pain', 'Stress', 'Fatigue', 'Inflammation']",4.7,"Blue Cinex is the stimulating love child of Blue Dream and Cinex. This creeper lays into the mind from the first puff and expands outward within 15 minutes after inhalation. Offering longevity and potency, Blue Cinex is a perfect partner for long days on your feet or sustained physical activity. With a haziness that fills the mind and a physical stimulation that will get you talking, this strain will work as hard as you do. "
320,Blue Cookies,"['Blueberry', 'Berry', 'Sweet']",hybrid,"['Relaxed', 'Euphoric', 'Happy', 'Creative', 'Uplifted']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes', 'Anxious']","['Depression', 'Insomnia', 'Pain', 'Stress', 'Lack of Appetite']",4.7,"Blue Cookies is an indica-dominant hybrid cross between two celebrity strains, Girl Scout Cookies and Blueberry. As the child of these heavyweight champion strains, Blue Cookies delivers a crushing blow of euphoria straight to the head, where it swiftly sinks down to relax the entire body. Sweet berry flavors fuse with earthy cherry notes in a flavor profile as enticing as the bud’s thick coat of frosty resin that stretches over twisting hues of green and purple. Novice consumers should approach Blue Cookies with modesty, but this strain’s potency is perfect for hard-to-impress veterans. You may also come across another variation of Blue Cookies, a select Girl Scout Cookies phenotype that lacks the Blueberry genetics."
